run_id,algo,features,seed,timesteps,train_status,train_seconds,savestate,episode,reward,steps,survived,eval_csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds1,0,92.49450494366465,450,True,eval_grid_rainbow_nature_s2_100k_ds0.csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds1,1,92.49450494366465,450,True,eval_grid_rainbow_nature_s2_100k_ds0.csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds1,2,92.49450494366465,450,True,eval_grid_rainbow_nature_s2_100k_ds0.csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds3,0,-84.73330592364073,24,False,eval_grid_rainbow_nature_s2_100k_ds1.csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds3,1,-84.73330592364073,24,False,eval_grid_rainbow_nature_s2_100k_ds1.csv
grid_rainbow_nature_s2_100k,rainbow,nature,2,100000,ok,15227,Super Mario 64 DS (USA) (Rev 1).ds3,2,-84.73330592364073,24,False,eval_grid_rainbow_nature_s2_100k_ds1.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds1,0,-71.66342773288488,124,False,eval_grid_rainbow_impala_s0_100k_ds0.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds1,1,-71.66342773288488,124,False,eval_grid_rainbow_impala_s0_100k_ds0.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds1,2,-71.66342773288488,124,False,eval_grid_rainbow_impala_s0_100k_ds0.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds3,0,-79.89995237137191,127,False,eval_grid_rainbow_impala_s0_100k_ds1.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds3,1,-79.89995237137191,127,False,eval_grid_rainbow_impala_s0_100k_ds1.csv
grid_rainbow_impala_s0_100k,rainbow,impala,0,100000,exit=1,2422,Super Mario 64 DS (USA) (Rev 1).ds3,2,-79.89995237137191,127,False,eval_grid_rainbow_impala_s0_100k_ds1.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds1,0,-78.6548972222954,134,False,eval_grid_rainbow_impala_s1_100k_ds0.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds1,1,-78.6548972222954,134,False,eval_grid_rainbow_impala_s1_100k_ds0.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds1,2,-78.6548972222954,134,False,eval_grid_rainbow_impala_s1_100k_ds0.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds3,0,-73.2127012629062,161,False,eval_grid_rainbow_impala_s1_100k_ds1.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds3,1,-73.2127012629062,161,False,eval_grid_rainbow_impala_s1_100k_ds1.csv
grid_rainbow_impala_s1_100k,rainbow,impala,1,100000,exit=1,713,Super Mario 64 DS (USA) (Rev 1).ds3,2,-73.2127012629062,161,False,eval_grid_rainbow_impala_s1_100k_ds1.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds1,0,-71.66342773288488,124,False,eval_grid_rainbow_impala_s2_100k_ds0.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds1,1,-71.66342773288488,124,False,eval_grid_rainbow_impala_s2_100k_ds0.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds1,2,-71.66342773288488,124,False,eval_grid_rainbow_impala_s2_100k_ds0.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds3,0,-79.89995237137191,127,False,eval_grid_rainbow_impala_s2_100k_ds1.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds3,1,-79.89995237137191,127,False,eval_grid_rainbow_impala_s2_100k_ds1.csv
grid_rainbow_impala_s2_100k,rainbow,impala,2,100000,exit=1,330,Super Mario 64 DS (USA) (Rev 1).ds3,2,-79.89995237137191,127,False,eval_grid_rainbow_impala_s2_100k_ds1.csv
